epoch,phase,lr,word_dropout,loss_total,loss_lm,loss_nce,loss_attn,loss_vocab,loss_disc,val_bertscore_f1,best_metric,epoch_time_s,validation_time_s,epoch_wall_time_s
78,2,6.53e-06,0.6906,6.864180,5.528541,0.423289,0.438486,0.009255,3.754313,0.198741,0.244438,67.3,15.8,83.1
79,2,5.99e-06,0.6978,6.883024,5.546293,0.423388,0.443769,0.009230,3.784190,0.198084,0.244438,65.5,16.3,81.8
80,2,5.47e-06,0.7051,6.887251,5.576164,0.416090,0.418779,0.009211,3.826692,0.203582,0.244438,67.1,16.7,83.8
81,2,4.96e-06,0.7123,6.901661,5.600979,0.411668,0.437848,0.009196,3.862154,0.196932,0.244438,67.2,16.8,84.0
82,2,4.48e-06,0.7196,6.914628,5.627047,0.407631,0.431251,0.009178,3.899619,0.195004,0.244438,67.1,16.2,83.3
83,2,4.01e-06,0.7268,6.949663,5.664160,0.406895,0.432124,0.009155,3.958431,0.198084,0.244438,66.4,16.5,82.8
84,2,3.56e-06,0.7341,6.958988,5.691940,0.400401,0.438975,0.009141,3.981729,0.195393,0.244438,67.1,17.7,84.9
85,2,3.14e-06,0.7413,6.984602,5.712713,0.402190,0.435465,0.009132,4.015133,0.197413,0.244438,59.6,14.1,73.7
86,2,2.74e-06,0.7486,7.026600,5.747980,0.404454,0.435065,0.009111,4.053850,0.196370,0.244438,57.5,13.7,71.2
87,2,2.36e-06,0.7558,7.053334,5.788121,0.400276,0.429238,0.009103,4.107919,0.199798,0.244438,57.1,13.5,70.7
88,2,2.01e-06,0.7630,7.084242,5.821066,0.399363,0.433904,0.009088,4.126629,0.199246,0.244438,57.6,13.9,71.5
89,2,1.69e-06,0.7703,7.098121,5.841690,0.396992,0.436359,0.009083,4.147965,0.198680,0.244438,57.5,14.1,71.6
90,2,1.39e-06,0.7775,7.124517,5.889593,0.389865,0.435527,0.009083,4.221976,0.200415,0.244438,57.1,13.6,70.6
91,2,1.12e-06,0.7848,7.171515,5.927022,0.393169,0.433249,0.009069,4.257359,0.198285,0.244438,57.2,13.4,70.6
92,2,8.75e-07,0.7920,7.188283,5.972978,0.383466,0.432723,0.009070,4.328922,0.200862,0.244438,57.1,13.6,70.7
93,2,6.61e-07,0.7993,7.219263,5.989399,0.388372,0.431648,0.009063,4.345215,0.198751,0.244438,56.7,13.5,70.2
94,2,4.76e-07,0.8065,7.232068,6.018217,0.383563,0.421088,0.009056,4.391943,0.198556,0.244438,58.0,14.5,72.4
95,2,3.21e-07,0.8138,7.313479,6.069810,0.392554,0.440050,0.009052,4.439541,0.199770,0.244438,58.1,13.8,72.0
96,2,1.96e-07,0.8210,7.337342,6.108131,0.388315,0.428443,0.009059,4.487627,0.199997,0.244438,58.1,13.5,71.6
97,2,1.02e-07,0.8283,7.375875,6.148302,0.387667,0.430477,0.009049,4.543344,0.199846,0.244438,57.9,13.9,71.9
98,2,3.78e-08,0.8355,7.407825,6.187023,0.385446,0.429761,0.009048,4.580029,0.199685,0.244438,57.8,13.8,71.6
99,2,4.92e-09,0.8428,7.441793,6.218164,0.386669,0.424134,0.009055,4.634263,0.199825,0.244438,57.3,13.4,70.7
100,2,2.94e-09,0.8500,7.486989,6.273279,0.382924,0.432918,0.009052,4.683480,0.199863,0.244438,54.9,14.0,68.9
