epoch,phase,lr,word_dropout,loss_total,loss_lm,loss_nce,loss_attn,loss_vocab,loss_disc,val_bertscore_f1,best_metric,epoch_time_s,validation_time_s,epoch_wall_time_s
80,2,5.47e-06,0.7051,6.648571,5.504509,0.360405,0.418971,0.009617,3.815982,0.188359,0.226880,35.6,12.3,47.9
81,2,4.96e-06,0.7123,6.656117,5.528317,0.354510,0.428464,0.009594,3.840957,0.188083,0.226880,35.9,12.0,47.9
82,2,4.48e-06,0.7196,6.670521,5.561133,0.348267,0.430586,0.009569,3.880214,0.194006,0.226880,35.2,12.0,47.2
83,2,4.01e-06,0.7268,6.703675,5.598568,0.346884,0.429703,0.009551,3.934174,0.191435,0.226880,35.3,12.4,47.7
84,2,3.56e-06,0.7341,6.710912,5.625545,0.340130,0.433186,0.009542,3.966928,0.192367,0.226880,35.3,12.7,47.9
85,2,3.14e-06,0.7413,6.741146,5.647714,0.343076,0.428039,0.009532,3.990742,0.188645,0.226880,35.2,12.0,47.2
86,2,2.74e-06,0.7486,6.769500,5.684230,0.340044,0.434261,0.009519,4.040810,0.186601,0.226880,35.4,12.1,47.4
87,2,2.36e-06,0.7558,6.808997,5.725801,0.339690,0.427498,0.009504,4.088747,0.189060,0.226880,35.2,12.3,47.5
88,2,2.01e-06,0.7630,6.823913,5.741605,0.339462,0.426153,0.009498,4.104848,0.187456,0.226880,35.0,14.0,49.0
89,2,1.69e-06,0.7703,6.853797,5.780916,0.336155,0.429449,0.009491,4.165495,0.188994,0.226880,39.2,13.3,52.5
90,2,1.39e-06,0.7775,6.872887,5.820242,0.329465,0.428341,0.009477,4.206379,0.189431,0.226880,35.2,12.3,47.6
91,2,1.12e-06,0.7848,6.919340,5.857783,0.332415,0.428742,0.009471,4.249088,0.188748,0.226880,35.9,14.5,50.4
92,2,8.75e-07,0.7920,6.978902,5.907407,0.335901,0.425272,0.009463,4.317168,0.189220,0.226880,38.9,15.1,54.0
93,2,6.61e-07,0.7993,6.994967,5.928977,0.333864,0.429328,0.009463,4.335615,0.188880,0.226880,35.4,12.5,47.9
94,2,4.76e-07,0.8065,7.004876,5.954069,0.329188,0.421615,0.009458,4.366376,0.188466,0.226880,35.5,12.4,47.9
95,2,3.21e-07,0.8138,7.066612,6.007167,0.331595,0.431079,0.009454,4.426354,0.187008,0.226880,39.2,17.1,56.3
96,2,1.96e-07,0.8210,7.089596,6.049979,0.325379,0.423196,0.009457,4.482412,0.188247,0.226880,39.5,15.9,55.4
97,2,1.02e-07,0.8283,7.148690,6.088918,0.331862,0.427913,0.009454,4.529434,0.188283,0.226880,39.4,17.0,56.4
98,2,3.78e-08,0.8355,7.179555,6.124974,0.330335,0.423835,0.009451,4.572397,0.188741,0.226880,39.5,16.7,56.1
99,2,4.92e-09,0.8428,7.225522,6.172808,0.329870,0.420693,0.009457,4.634930,0.188661,0.226880,39.3,16.3,55.6
100,2,2.94e-09,0.8500,7.261388,6.215734,0.327271,0.425618,0.009454,4.685592,0.188661,0.226880,38.6,14.5,53.1
