epoch,phase,lr,word_dropout,loss_total,loss_lm,loss_nce,loss_attn,loss_vocab,loss_disc,val_primary_key,val_primary,val_bleu4,val_bertscore_f1,best_metric,epoch_time_s
34,2,1.56e-05,0.3717,9.981454,6.439748,1.180569,0.000000,0.676114,1.100085,bertscore_f1_free,0.668879,0.004087,0.668879,0.680938,126.5
35,2,1.95e-05,0.3790,9.843629,6.315617,1.176004,0.000000,0.676525,1.035978,bertscore_f1_free,0.671849,0.006753,0.671849,0.680938,125.5
36,2,2.34e-05,0.3862,9.763148,6.215828,1.182440,0.000000,0.677133,0.992493,bertscore_f1_free,0.677743,0.009952,0.677743,0.680938,125.0
37,2,2.50e-05,0.3935,9.611236,6.106814,1.168141,0.000000,0.677584,0.964227,bertscore_f1_free,0.680494,0.013213,0.680494,0.680938,126.3
38,2,2.50e-05,0.4007,9.483184,6.023479,1.153235,0.000000,0.678213,0.956217,bertscore_f1_free,0.678848,0.013205,0.678848,0.680938,125.5
39,2,2.49e-05,0.4080,9.375661,5.927740,1.149307,0.000000,0.678502,0.887649,bertscore_f1_free,0.690372,0.013602,0.690372,0.690372,125.3
40,2,2.48e-05,0.4152,9.267895,5.853077,1.138272,0.000000,0.678859,0.874665,bertscore_f1_free,0.686580,0.013271,0.686580,0.690372,125.2
41,2,2.47e-05,0.4225,9.154310,5.784312,1.123332,0.000000,0.679253,0.846330,bertscore_f1_free,0.691947,0.013596,0.691947,0.691947,125.8
42,2,2.45e-05,0.4297,9.063556,5.720407,1.114383,0.000000,0.679506,0.813164,bertscore_f1_free,0.692925,0.013719,0.692925,0.692925,125.4
43,2,2.43e-05,0.4370,8.979246,5.664422,1.104941,0.000000,0.679660,0.802900,bertscore_f1_free,0.689883,0.012296,0.689883,0.692925,124.7
44,2,2.41e-05,0.4442,8.886611,5.613042,1.091190,0.000000,0.679825,0.775723,bertscore_f1_free,0.692068,0.012878,0.692068,0.692925,125.8
45,2,2.39e-05,0.4514,8.817254,5.573890,1.081122,0.000000,0.680203,0.763198,bertscore_f1_free,0.693958,0.014067,0.693958,0.693958,125.9
46,2,2.36e-05,0.4587,8.739773,5.531672,1.069367,0.000000,0.680402,0.751640,bertscore_f1_free,0.693611,0.013430,0.693611,0.693958,126.0
47,2,2.33e-05,0.4659,8.681776,5.503705,1.059357,0.000000,0.680729,0.717714,bertscore_f1_free,0.695277,0.014696,0.695277,0.695277,126.3
48,2,2.30e-05,0.4732,8.616090,5.465024,1.050355,0.000000,0.681030,0.708547,bertscore_f1_free,0.694916,0.013869,0.694916,0.695277,125.7
49,2,2.27e-05,0.4804,8.568519,5.439257,1.043087,0.000000,0.681060,0.670840,bertscore_f1_free,0.694458,0.013438,0.694458,0.695277,125.7
50,2,2.23e-05,0.4877,8.504979,5.414774,1.030068,0.000000,0.681334,0.675504,bertscore_f1_free,0.692680,0.013322,0.692680,0.695277,125.3
51,2,2.19e-05,0.4949,8.473773,5.403508,1.023421,0.000000,0.681573,0.673754,bertscore_f1_free,0.694681,0.013318,0.694681,0.695277,126.4
52,2,2.15e-05,0.5022,8.420310,5.385708,1.011534,0.000000,0.681561,0.622216,bertscore_f1_free,0.695903,0.011768,0.695903,0.695903,125.9
53,2,2.10e-05,0.5094,8.382662,5.360751,1.007304,0.000000,0.681176,0.616753,bertscore_f1_free,0.695320,0.013541,0.695320,0.695903,125.0
54,2,2.06e-05,0.5167,8.353006,5.358929,0.998026,0.000000,0.681606,0.609674,bertscore_f1_free,0.693988,0.012679,0.693988,0.695903,125.6
55,2,2.01e-05,0.5239,8.297696,5.342743,0.984984,0.000000,0.681895,0.598621,bertscore_f1_free,0.694059,0.013137,0.694059,0.695903,126.1
56,2,1.96e-05,0.5312,8.269053,5.334969,0.978028,0.000000,0.681970,0.577190,bertscore_f1_free,0.694628,0.013220,0.694628,0.695903,125.7
57,2,1.91e-05,0.5384,8.263926,5.329967,0.977986,0.000000,0.682238,0.538505,bertscore_f1_free,0.696037,0.013770,0.696037,0.696037,125.5
58,2,1.85e-05,0.5457,8.238390,5.326873,0.970506,0.000000,0.682489,0.532427,bertscore_f1_free,0.695900,0.013951,0.695900,0.696037,125.3
59,2,1.80e-05,0.5529,8.174154,5.320808,0.951115,0.000000,0.682298,0.533657,bertscore_f1_free,0.696189,0.014200,0.696189,0.696189,126.1
60,2,1.74e-05,0.5601,8.168595,5.317481,0.950371,0.000000,0.682487,0.520446,bertscore_f1_free,0.696572,0.013927,0.696572,0.696572,125.9
61,2,1.68e-05,0.5674,8.154293,5.305150,0.949714,0.000000,0.682548,0.478913,bertscore_f1_free,0.696987,0.013120,0.696987,0.696987,125.1
62,2,1.62e-05,0.5746,8.159730,5.313386,0.948781,0.000000,0.682623,0.516596,bertscore_f1_free,0.694861,0.013842,0.694861,0.696987,125.2
63,2,1.57e-05,0.5819,8.107741,5.314679,0.931021,0.000000,0.682546,0.505887,bertscore_f1_free,0.695717,0.012437,0.695717,0.696987,125.0
64,2,1.50e-05,0.5891,8.084126,5.316985,0.922380,0.000000,0.682620,0.452995,bertscore_f1_free,0.694727,0.012125,0.694727,0.696987,125.3
65,2,1.44e-05,0.5964,8.108419,5.318006,0.930138,0.000000,0.682697,0.491911,bertscore_f1_free,0.695243,0.011695,0.695243,0.696987,125.7
66,2,1.38e-05,0.6036,8.065722,5.319712,0.915337,0.000000,0.682825,0.500233,bertscore_f1_free,0.695083,0.012585,0.695083,0.696987,125.7
67,2,1.32e-05,0.6109,8.052664,5.333442,0.906407,0.000000,0.682755,0.469178,bertscore_f1_free,0.693811,0.011859,0.693811,0.696987,128.6
68,2,1.26e-05,0.6181,8.050012,5.327874,0.907379,0.000000,0.682775,0.487604,bertscore_f1_free,0.696946,0.012743,0.696946,0.696987,126.2
69,2,1.20e-05,0.6254,8.032730,5.330202,0.900843,0.000000,0.682779,0.443118,bertscore_f1_free,0.695067,0.012639,0.695067,0.696987,125.3
70,2,1.14e-05,0.6326,8.017877,5.341000,0.892292,0.000000,0.682984,0.503854,bertscore_f1_free,0.695441,0.011730,0.695441,0.696987,126.1
71,2,1.07e-05,0.6399,8.020323,5.345420,0.891635,0.000000,0.683037,0.460639,bertscore_f1_free,0.696142,0.011336,0.696142,0.696987,124.6
72,2,1.01e-05,0.6471,8.027799,5.363119,0.888227,0.000000,0.683100,0.460130,bertscore_f1_free,0.696310,0.012147,0.696310,0.696987,125.0
73,2,9.53e-06,0.6543,7.990896,5.360965,0.876644,0.000000,0.683095,0.466531,bertscore_f1_free,0.695678,0.011949,0.695678,0.696987,124.9
74,2,8.93e-06,0.6616,8.027559,5.371012,0.885516,0.000000,0.683180,0.477930,bertscore_f1_free,0.695570,0.011456,0.695570,0.696987,124.7
75,2,8.34e-06,0.6688,8.020894,5.385289,0.878535,0.000000,0.683239,0.475179,bertscore_f1_free,0.695981,0.012389,0.695981,0.696987,126.2
76,2,7.76e-06,0.6761,8.028907,5.386618,0.880763,0.000000,0.683247,0.459961,bertscore_f1_free,0.697339,0.011224,0.697339,0.697339,125.9
77,2,7.20e-06,0.6833,8.002799,5.399643,0.867719,0.000000,0.683367,0.470287,bertscore_f1_free,0.696796,0.010725,0.696796,0.697339,125.8
78,2,6.64e-06,0.6906,8.010222,5.409840,0.866794,0.000000,0.683393,0.461073,bertscore_f1_free,0.696803,0.010300,0.696803,0.697339,125.9
79,2,6.10e-06,0.6978,8.033464,5.426501,0.868988,0.000000,0.683402,0.483177,bertscore_f1_free,0.695746,0.011077,0.695746,0.697339,124.6
80,2,5.58e-06,0.7051,8.032864,5.441172,0.863897,0.000000,0.683349,0.512719,bertscore_f1_free,0.696586,0.011404,0.696586,0.697339,125.1
81,2,5.07e-06,0.7123,8.017817,5.445960,0.857286,0.000000,0.683419,0.483703,bertscore_f1_free,0.696903,0.011026,0.696903,0.697339,125.1
82,2,4.59e-06,0.7196,8.044357,5.463153,0.860401,0.000000,0.683493,0.489617,bertscore_f1_free,0.695668,0.010956,0.695668,0.697339,126.2
83,2,4.12e-06,0.7268,8.040197,5.475710,0.854829,0.000000,0.683458,0.522944,bertscore_f1_free,0.696435,0.010073,0.696435,0.697339,125.4
84,2,3.67e-06,0.7341,8.056666,5.494999,0.853889,0.000000,0.683465,0.513718,bertscore_f1_free,0.696154,0.011324,0.696154,0.697339,125.0
85,2,3.24e-06,0.7413,8.083051,5.516713,0.855446,0.000000,0.683498,0.557481,bertscore_f1_free,0.695716,0.010865,0.695716,0.697339,125.2
86,2,2.84e-06,0.7486,8.064501,5.524186,0.846772,0.000000,0.683432,0.535592,bertscore_f1_free,0.696518,0.010379,0.696518,0.697339,126.2
87,2,2.46e-06,0.7558,8.094491,5.542099,0.850797,0.000000,0.683375,0.556363,bertscore_f1_free,0.696398,0.010633,0.696398,0.697339,125.4
88,2,2.10e-06,0.7630,8.121595,5.562598,0.852999,0.000000,0.683407,0.602460,bertscore_f1_free,0.695319,0.010304,0.695319,0.697339,125.1
89,2,1.77e-06,0.7703,8.129796,5.583638,0.848719,0.000000,0.683387,0.593497,bertscore_f1_free,0.695348,0.011079,0.695348,0.697339,125.1
90,2,1.47e-06,0.7775,8.140197,5.601247,0.846317,0.000000,0.683452,0.589136,bertscore_f1_free,0.695207,0.010509,0.695207,0.697339,126.5
91,2,1.19e-06,0.7848,8.158071,5.612350,0.848574,0.000000,0.683444,0.616405,bertscore_f1_free,0.695775,0.010445,0.695775,0.697339,125.4
92,2,9.40e-07,0.7920,8.167779,5.639329,0.842817,0.000000,0.683440,0.616678,bertscore_f1_free,0.695246,0.010237,0.695246,0.697339,124.7
93,2,7.19e-07,0.7993,8.193291,5.661851,0.843814,0.000000,0.683427,0.634212,bertscore_f1_free,0.695599,0.010077,0.695599,0.697339,126.1
94,2,5.26e-07,0.8065,8.237458,5.680761,0.852233,0.000000,0.683442,0.683028,bertscore_f1_free,0.695835,0.010230,0.695835,0.697339,125.3
95,2,3.64e-07,0.8138,8.248884,5.709622,0.846421,0.000000,0.683438,0.686020,bertscore_f1_free,0.695904,0.010590,0.695904,0.697339,125.7
96,2,2.30e-07,0.8210,8.260426,5.723557,0.845623,0.000000,0.683445,0.709713,bertscore_f1_free,0.695755,0.010404,0.695755,0.697339,126.3
97,2,1.27e-07,0.8283,8.284653,5.747872,0.845594,0.000000,0.683418,0.724000,bertscore_f1_free,0.695608,0.011097,0.695608,0.697339,125.7
98,2,5.43e-08,0.8355,8.306372,5.768348,0.846008,0.000000,0.683428,0.757748,bertscore_f1_free,0.695602,0.010711,0.695602,0.697339,126.2
99,2,1.20e-08,0.8428,8.334358,5.788755,0.848534,0.000000,0.683445,0.799781,bertscore_f1_free,0.695744,0.010616,0.695744,0.697339,125.3
100,2,2.04e-10,0.8500,8.363684,5.814042,0.849881,0.000000,0.683440,0.813726,bertscore_f1_free,0.695804,0.010617,0.695804,0.697339,125.1
