epoch,phase,lr,word_dropout,loss_total,loss_lm,loss_nce,loss_attn,loss_vocab,loss_disc,val_primary_key,val_primary,val_bleu4,val_bertscore_f1,best_metric,epoch_time_s
69,2,1.20e-05,0.6254,8.877335,5.812030,1.021768,0.000000,0.005717,0.633806,bertscore_f1_free,0.694594,0.012207,0.694594,0.694646,143.6
70,2,1.14e-05,0.6326,8.868232,5.817277,1.016985,0.000000,0.005716,0.711183,bertscore_f1_free,0.694038,0.013480,0.694038,0.694646,157.0
71,2,1.07e-05,0.6399,8.861298,5.817019,1.014759,0.000000,0.005715,0.676607,bertscore_f1_free,0.694559,0.011628,0.694559,0.694646,159.3
72,2,1.01e-05,0.6471,8.866014,5.830137,1.011959,0.000000,0.005713,0.697189,bertscore_f1_free,0.695873,0.013035,0.695873,0.695873,164.2
73,2,9.53e-06,0.6543,8.825334,5.824922,1.000137,0.000000,0.005712,0.691173,bertscore_f1_free,0.694218,0.012969,0.694218,0.695873,143.4
74,2,8.93e-06,0.6616,8.861900,5.835182,1.008906,0.000000,0.005711,0.709762,bertscore_f1_free,0.695490,0.012041,0.695490,0.695873,142.0
75,2,8.34e-06,0.6688,8.853594,5.847147,1.002149,0.000000,0.005710,0.713242,bertscore_f1_free,0.695611,0.012439,0.695611,0.695873,152.7
76,2,7.76e-06,0.6761,8.857536,5.848940,1.002865,0.000000,0.005709,0.718519,bertscore_f1_free,0.695897,0.011302,0.695897,0.695897,152.3
77,2,7.20e-06,0.6833,8.835460,5.859397,0.992021,0.000000,0.005708,0.736357,bertscore_f1_free,0.695179,0.012311,0.695179,0.695897,145.0
78,2,6.64e-06,0.6906,8.841775,5.867256,0.991506,0.000000,0.005707,0.729058,bertscore_f1_free,0.696348,0.012187,0.696348,0.696348,158.6
79,2,6.10e-06,0.6978,8.857922,5.881753,0.992056,0.000000,0.005707,0.767916,bertscore_f1_free,0.695197,0.011803,0.695197,0.696348,164.8
80,2,5.58e-06,0.7051,8.850224,5.894094,0.985377,0.000000,0.005706,0.791130,bertscore_f1_free,0.695389,0.012302,0.695389,0.696348,154.4
81,2,5.07e-06,0.7123,8.845672,5.903747,0.980641,0.000000,0.005706,0.769813,bertscore_f1_free,0.695917,0.012775,0.695917,0.696348,150.9
82,2,4.59e-06,0.7196,8.858015,5.913056,0.981653,0.000000,0.005706,0.775647,bertscore_f1_free,0.695114,0.010882,0.695114,0.696348,142.8
83,2,4.12e-06,0.7268,8.852174,5.926510,0.975221,0.000000,0.005704,0.813241,bertscore_f1_free,0.695665,0.011774,0.695665,0.696348,140.9
84,2,3.67e-06,0.7341,8.871053,5.945288,0.975255,0.000000,0.005704,0.818791,bertscore_f1_free,0.694430,0.011015,0.694430,0.696348,141.7
85,2,3.24e-06,0.7413,8.902641,5.965544,0.979032,0.000000,0.005705,0.862631,bertscore_f1_free,0.695420,0.011520,0.695420,0.696348,143.3
86,2,2.84e-06,0.7486,8.877846,5.972699,0.968382,0.000000,0.005703,0.856684,bertscore_f1_free,0.694970,0.011857,0.694970,0.696348,147.1
87,2,2.46e-06,0.7558,8.902815,5.988854,0.971320,0.000000,0.005704,0.874026,bertscore_f1_free,0.696184,0.011628,0.696184,0.696348,144.3
88,2,2.10e-06,0.7630,8.919555,6.006260,0.971099,0.000000,0.005703,0.923846,bertscore_f1_free,0.695264,0.011258,0.695264,0.696348,142.5
89,2,1.77e-06,0.7703,8.932169,6.023104,0.969688,0.000000,0.005704,0.920377,bertscore_f1_free,0.694821,0.011717,0.694821,0.696348,143.1
90,2,1.47e-06,0.7775,8.939063,6.039156,0.966636,0.000000,0.005703,0.915536,bertscore_f1_free,0.695416,0.011573,0.695416,0.696348,148.4
91,2,1.19e-06,0.7848,8.948475,6.048828,0.966549,0.000000,0.005703,0.945923,bertscore_f1_free,0.694828,0.012228,0.694828,0.696348,145.3
92,2,9.40e-07,0.7920,8.962781,6.074520,0.962754,0.000000,0.005703,0.942914,bertscore_f1_free,0.695376,0.011564,0.695376,0.696348,151.6
93,2,7.19e-07,0.7993,8.978510,6.093874,0.961545,0.000000,0.005703,0.965454,bertscore_f1_free,0.695906,0.011382,0.695906,0.696348,149.2
94,2,5.26e-07,0.8065,9.016310,6.110053,0.968752,0.000000,0.005703,1.010091,bertscore_f1_free,0.695452,0.011455,0.695452,0.696348,153.0
95,2,3.64e-07,0.8138,9.032707,6.133716,0.966330,0.000000,0.005703,1.022621,bertscore_f1_free,0.695408,0.011433,0.695408,0.696348,150.2
96,2,2.30e-07,0.8210,9.046232,6.151728,0.964835,0.000000,0.005703,1.050961,bertscore_f1_free,0.695162,0.010876,0.695162,0.696348,150.3
97,2,1.27e-07,0.8283,9.056827,6.166083,0.963581,0.000000,0.005703,1.053677,bertscore_f1_free,0.695007,0.011062,0.695007,0.696348,144.6
98,2,5.43e-08,0.8355,9.079903,6.189149,0.963585,0.000000,0.005702,1.089283,bertscore_f1_free,0.695274,0.011372,0.695274,0.696348,143.9
99,2,1.20e-08,0.8428,9.103796,6.205785,0.966004,0.000000,0.005703,1.128323,bertscore_f1_free,0.695285,0.011358,0.695285,0.696348,145.6
100,2,2.04e-10,0.8500,9.127867,6.228029,0.966613,0.000000,0.005703,1.136435,bertscore_f1_free,0.695267,0.011364,0.695267,0.696348,139.7
